sym,date,post,res,home,pwin,derby,abn_ret
FCP.LS,2022-10-08,2022-10-10,W,0,0.669,0,0.08424
FCP.LS,2022-10-21,2022-10-24,L,1,0.404,1,-0.00408
FCP.LS,2022-10-29,2022-10-31,D,0,0.668,0,-0.09816
FCP.LS,2022-11-05,2022-11-07,W,1,0.838,0,0.00275
FCP.LS,2022-11-12,2022-11-14,W,0,0.696,0,-0.04991
FCP.LS,2022-12-28,2022-12-29,W,1,0.842,0,-0.00389
FCP.LS,2023-01-07,2023-01-09,D,0,0.688,0,-0.01226
FCP.LS,2023-01-15,2023-01-16,W,1,0.794,0,0.09745
FCP.LS,2023-01-21,2023-01-23,W,0,0.669,0,-0.12533
FCP.LS,2023-02-01,2023-02-02,W,0,0.746,0,0.01645
FCP.LS,2023-02-05,2023-02-06,W,1,0.791,0,0.08545
FCP.LS,2023-02-12,2023-02-13,W,0,0.362,1,-0.07325
FCP.LS,2023-02-18,2023-02-20,W,1,0.803,0,-0.01677
FCP.LS,2023-02-26,2023-02-27,L,1,0.776,0,0.00691
FCP.LS,2023-03-04,2023-03-06,W,0,0.727,0,-0.00129
FCP.LS,2023-03-10,2023-03-13,W,1,0.786,0,-0.01559
FCP.LS,2023-03-19,2023-03-20,D,0,0.425,0,-0.09492
FCP.LS,2023-04-02,2023-04-03,W,1,0.823,0,-0.00284
FCP.LS,2023-04-07,2023-04-11,W,0,0.248,1,-0.00246
FCP.LS,2023-04-15,2023-04-17,W,1,0.845,0,0.0155
FCP.LS,2023-04-22,2023-04-24,W,0,0.721,0,0.01711
FCP.LS,2023-04-30,2023-05-02,W,1,0.794,0,0.0003
FCP.LS,2023-05-08,2023-05-09,W,0,0.681,0,-0.0014
FCP.LS,2023-05-14,2023-05-15,W,1,0.778,0,-0.07592
FCP.LS,2023-05-20,2023-05-22,W,0,0.642,0,-0.08918
FCP.LS,2023-05-27,2023-05-29,W,1,0.77,0,0.0075
FCP.LS,2023-08-14,2023-08-15,W,0,0.675,0,-0.00096
FCP.LS,2023-08-20,2023-08-21,W,1,0.828,0,-0.00242
FCP.LS,2023-08-28,2023-08-29,W,0,0.65,0,0.0756
FCP.LS,2023-09-03,2023-09-04,D,1,0.75,0,-0.00202
FCP.LS,2023-09-15,2023-09-18,W,0,0.703,0,0.02422
FCP.LS,2023-09-23,2023-09-25,W,1,0.778,0,0.01556
FCP.LS,2023-09-29,2023-10-02,L,0,0.25,1,0.0147
FCP.LS,2023-10-08,2023-10-09,W,1,0.816,0,-0.00349
FCP.LS,2023-10-29,2023-10-30,W,0,0.639,0,-0.00211
FCP.LS,2023-11-03,2023-11-06,L,1,0.796,0,-0.00168
FCP.LS,2023-11-11,2023-11-13,W,0,0.558,0,-0.00326
FCP.LS,2023-12-02,2023-12-04,W,0,0.579,0,0.04194
FCP.LS,2023-12-09,2023-12-11,W,1,0.75,0,0.0764
FCP.LS,2023-12-18,2023-12-19,L,0,0.283,1,-0.03721
FCP.LS,2023-12-29,2024-01-02,W,1,0.794,0,0.06493
FCP.LS,2024-01-05,2024-01-08,D,0,0.675,0,0.03139
FCP.LS,2024-01-14,2024-01-15,W,1,0.542,0,-0.00113
FCP.LS,2024-01-20,2024-01-22,W,1,0.735,0,-0.08985
FCP.LS,2024-01-28,2024-01-29,W,0,0.68,0,-0.00139
FCP.LS,2024-02-03,2024-02-05,D,1,0.77,0,-0.0185
FCP.LS,2024-02-12,2024-02-13,L,0,0.635,0,0.00778
FCP.LS,2024-02-17,2024-02-19,W,1,0.78,0,0.07697
FCP.LS,2024-02-25,2024-02-26,D,0,0.675,0,-0.04995
FCP.LS,2024-03-03,2024-03-04,W,1,0.395,1,-0.00949
FCP.LS,2024-03-08,2024-03-11,W,0,0.755,0,-0.00206
FCP.LS,2024-03-16,2024-03-18,W,1,0.825,0,-0.00303
FCP.LS,2024-03-30,2024-04-02,L,0,0.703,0,-0.00267
FCP.LS,2024-04-07,2024-04-08,L,1,0.688,0,-0.00319
FCP.LS,2024-04-13,2024-04-15,D,1,0.776,0,0.00854
FCP.LS,2024-04-21,2024-04-22,W,0,0.693,0,0.06928
FCP.LS,2024-04-28,2024-04-29,D,1,0.361,1,-0.00365
FCP.LS,2024-05-04,2024-05-06,W,0,0.733,0,0.01241
FCP.LS,2024-05-12,2024-05-13,W,1,0.803,0,-0.11869
FCP.LS,2024-05-18,2024-05-20,W,0,0.447,0,0.09614
FCP.LS,2024-08-10,2024-08-12,W,1,0.794,0,0.04025
FCP.LS,2024-08-16,2024-08-19,W,0,0.614,0,0.08565
FCP.LS,2024-08-24,2024-08-26,W,1,0.755,0,-0.01103
FCP.LS,2024-08-31,2024-09-02,L,0,0.217,1,-0.00231
FCP.LS,2024-09-15,2024-09-16,W,1,0.829,0,-0.00085
FCP.LS,2024-09-21,2024-09-23,W,0,0.428,0,-0.00249
FCP.LS,2024-09-29,2024-09-30,W,1,0.786,0,0.00679
FCP.LS,2024-10-06,2024-10-07,W,1,0.591,0,-0.06867
FCP.LS,2024-10-28,2024-10-29,W,0,0.724,0,-0.01017
FCP.LS,2024-11-03,2024-11-04,W,1,0.821,0,-0.04375
FCP.LS,2024-11-10,2024-11-11,L,0,0.268,1,-0.00281
FCP.LS,2024-12-02,2024-12-03,W,1,0.779,0,-0.00307
FCP.LS,2024-12-07,2024-12-09,D,0,0.626,0,-0.00246
FCP.LS,2024-12-16,2024-12-17,W,1,0.825,0,-0.00068
FCP.LS,2024-12-21,2024-12-23,W,0,0.636,0,-0.05445
FCP.LS,2024-12-28,2024-12-30,W,1,0.833,0,-0.00183
FCP.LS,2025-01-12,2025-01-13,L,0,0.691,0,0.0245
FCP.LS,2025-01-19,2025-01-20,L,0,0.668,0,-0.00248
FCP.LS,2025-01-26,2025-01-27,D,1,0.646,0,0.00812
FCP.LS,2025-02-03,2025-02-04,D,0,0.659,0,-0.01242
FCP.LS,2025-02-07,2025-02-10,D,1,0.333,1,-0.04718
FCP.LS,2025-02-16,2025-02-17,W,0,0.669,0,-0.00123
FCP.LS,2025-02-24,2025-02-25,D,1,0.565,0,-0.00435
FCP.LS,2025-03-01,2025-03-03,W,0,0.562,0,-0.00226
FCP.LS,2025-03-08,2025-03-10,L,0,0.427,0,0.00955
FCP.LS,2025-03-15,2025-03-17,W,1,0.751,0,-0.00392
FCP.LS,2025-03-30,2025-03-31,W,0,0.618,0,0.0
FCP.LS,2025-04-06,2025-04-07,L,1,0.328,1,0.00712
FCP.LS,2025-04-12,2025-04-14,W,0,0.566,0,0.00648
FCP.LS,2025-04-18,2025-04-22,W,1,0.642,0,-0.04198
FCP.LS,2025-04-26,2025-04-28,L,0,0.611,0,-0.00035
FCP.LS,2025-05-02,2025-05-05,W,1,0.704,0,0.01683
FCP.LS,2025-05-11,2025-05-12,W,0,0.668,0,-0.00482
FCP.LS,2025-05-17,2025-05-19,W,1,0.722,0,-0.00229
FCP.LS,2025-08-11,2025-08-12,W,1,0.597,0,-0.05219
FCP.LS,2025-08-18,2025-08-19,W,0,0.626,0,0.03081
FCP.LS,2025-08-24,2025-08-25,W,1,0.781,0,0.02349
FCP.LS,2025-08-30,2025-09-01,W,0,0.259,1,0.02058
FCP.LS,2025-09-13,2025-09-15,W,1,0.803,0,-0.00908
FCP.LS,2025-09-19,2025-09-22,W,0,0.703,0,-0.0623
FCP.LS,2025-09-29,2025-09-30,W,0,0.683,0,-0.0015
FCP.LS,2025-10-05,2025-10-06,D,1,0.469,1,0.085
FCP.LS,2025-10-27,2025-10-28,W,0,0.733,0,0.14623
FCP.LS,2025-11-02,2025-11-03,W,1,0.621,0,0.09189
FCP.LS,2025-11-09,2025-11-10,W,0,0.594,0,-0.00451
FCP.LS,2025-11-30,2025-12-01,W,1,0.756,0,0.04268
FCP.LS,2025-12-07,2025-12-08,W,0,0.756,0,-0.01987
FCP.LS,2025-12-15,2025-12-16,W,1,0.783,0,-0.00172
FCP.LS,2025-12-22,2025-12-23,W,0,0.7,0,0.0922
FCP.LS,2025-12-29,2025-12-30,W,1,0.823,0,-0.00352
FCP.LS,2026-01-04,2026-01-05,W,0,0.653,0,-0.07739
FCP.LS,2026-01-18,2026-01-19,W,0,0.641,0,-0.17421
FCP.LS,2026-01-26,2026-01-27,W,1,0.685,0,0.09483
FCP.LS,2026-02-02,2026-02-03,L,0,0.738,0,-0.00425
FCP.LS,2026-02-09,2026-02-10,D,1,0.415,1,-0.00763
FCP.LS,2026-02-15,2026-02-16,W,0,0.701,0,-0.00305
FCP.LS,2026-02-22,2026-02-23,W,1,0.844,0,-0.03807
FCP.LS,2026-02-27,2026-03-02,W,1,0.77,0,0.14312
FCP.LS,2026-03-08,2026-03-09,D,0,0.273,1,0.11869
FCP.LS,2026-03-15,2026-03-16,W,1,0.803,0,-0.00849
FCP.LS,2026-03-22,2026-03-23,W,0,0.43,0,0.00518
FCP.LS,2026-04-04,2026-04-07,D,1,0.685,0,-0.00193
FCP.LS,2026-04-12,2026-04-13,W,0,0.652,0,0.09062
FCP.LS,2026-04-19,2026-04-20,W,1,0.799,0,0.00556
FCP.LS,2026-04-26,2026-04-27,W,0,0.704,0,0.00442
FCP.LS,2026-05-02,2026-05-04,W,1,0.795,0,-0.04626
FCP.LS,2026-05-10,2026-05-11,L,0,0.78,0,-0.00374
FCP.LS,2026-05-16,2026-05-18,W,1,0.709,0,-0.06346
FCP.LS,2026-08-09,2026-08-10,W,1,0.798,0,-0.00152
FCP.LS,2026-08-15,2026-08-17,W,0,0.669,0,-0.00137
FENER.IS,2021-08-22,2021-08-23,W,1,0.607,0,0.00376
FENER.IS,2021-08-29,2021-08-31,W,0,0.434,0,-0.00522
FENER.IS,2021-09-12,2021-09-13,D,1,0.596,0,-0.02609
FENER.IS,2021-09-19,2021-09-20,L,0,0.463,0,-0.03346
FENER.IS,2021-09-23,2021-09-24,W,1,0.669,0,-0.04694
FENER.IS,2021-09-26,2021-09-27,W,0,0.419,0,0.01615
FENER.IS,2021-10-03,2021-10-04,W,1,0.638,0,-0.03353
FENER.IS,2021-10-17,2021-10-18,L,0,0.296,1,-0.01658
FENER.IS,2021-10-24,2021-10-25,L,1,0.524,0,-0.03982
FENER.IS,2021-10-30,2021-11-01,L,0,0.42,0,-0.00014
FENER.IS,2021-11-07,2021-11-08,D,1,0.649,0,-0.05354
FENER.IS,2021-11-21,2021-11-22,W,0,0.268,1,0.09601
FENER.IS,2021-11-29,2021-11-30,D,0,0.469,0,-0.09904
FENER.IS,2021-12-05,2021-12-06,W,1,0.661,0,0.00059
FENER.IS,2021-12-13,2021-12-14,L,0,0.438,0,-0.09642
FENER.IS,2021-12-19,2021-12-20,D,1,0.428,1,-0.06864
FENER.IS,2021-12-22,2021-12-23,D,0,0.436,0,-0.04019
FENER.IS,2021-12-26,2021-12-27,W,1,0.679,0,-0.01788
FENER.IS,2022-01-10,2022-01-11,L,1,0.52,0,-0.05671
FENER.IS,2022-01-15,2022-01-17,D,0,0.436,0,-0.01498
FENER.IS,2022-01-19,2022-01-20,W,1,0.678,0,-0.00229
FENER.IS,2022-01-22,2022-01-24,D,0,0.356,0,-0.03759
FENER.IS,2022-02-05,2022-02-07,L,1,0.434,0,-0.04201
FENER.IS,2022-02-12,2022-02-14,W,0,0.432,0,-0.01185
FENER.IS,2022-02-20,2022-02-21,W,1,0.544,0,-0.01813
FENER.IS,2022-02-28,2022-03-01,W,0,0.352,0,0.00277
FENER.IS,2022-03-06,2022-03-07,D,1,0.417,1,-0.02379
FENER.IS,2022-03-13,2022-03-14,W,0,0.36,0,0.09295
FENER.IS,2022-03-20,2022-03-21,W,1,0.476,0,0.01191
FENER.IS,2022-04-02,2022-04-04,W,0,0.486,0,-0.0027
FENER.IS,2022-04-10,2022-04-11,W,1,0.495,1,-0.00335
FENER.IS,2022-04-16,2022-04-18,W,1,0.691,0,-0.01982
FENER.IS,2022-04-22,2022-04-25,W,0,0.603,0,0.05818
FENER.IS,2022-04-29,2022-05-05,W,1,0.698,0,-0.00944
FENER.IS,2022-05-08,2022-05-09,D,0,0.362,1,-0.00145
FENER.IS,2022-05-15,2022-05-16,D,1,0.623,0,0.08387
FENER.IS,2022-05-21,2022-05-23,W,0,0.761,0,0.08734
FENER.IS,2022-08-08,2022-08-09,D,1,0.693,0,-0.04506
FENER.IS,2022-08-15,2022-08-16,W,0,0.453,0,0.00085
FENER.IS,2022-08-22,2022-08-23,W,1,0.555,0,0.01872
FENER.IS,2022-08-29,2022-08-31,L,0,0.46,0,-0.05742
FENER.IS,2022-09-03,2022-09-05,W,1,0.65,0,-0.05771
FENER.IS,2022-09-18,2022-09-19,W,1,0.647,0,0.10515
FENER.IS,2022-10-02,2022-10-03,D,0,0.332,1,-0.05239
FENER.IS,2022-10-09,2022-10-10,W,1,0.675,0,-0.0138
FENER.IS,2022-10-17,2022-10-18,W,0,0.568,0,-0.02343
FENER.IS,2022-10-22,2022-10-24,W,1,0.486,0,0.09588
FENER.IS,2022-10-30,2022-10-31,W,0,0.63,0,-0.06142
FENER.IS,2022-11-07,2022-11-08,W,1,0.693,0,-0.09921
FENER.IS,2022-11-12,2022-11-14,L,1,0.709,0,-0.07566
FENER.IS,2022-12-24,2022-12-26,L,0,0.386,1,-0.02427
FENER.IS,2022-12-27,2022-12-28,W,1,0.716,0,-0.01795
FENER.IS,2023-01-03,2023-01-04,W,0,0.531,0,0.00984
FENER.IS,2023-01-08,2023-01-09,L,1,0.457,1,-0.08328
FENER.IS,2023-01-15,2023-01-16,W,0,0.574,0,-0.02027
FENER.IS,2023-01-23,2023-01-24,W,0,0.632,0,-0.03045
FENER.IS,2023-01-29,2023-01-30,W,1,0.71,0,0.01834
FENER.IS,2023-02-02,2023-02-03,D,0,0.466,0,0.00756
FENER.IS,2023-02-25,2023-02-27,W,1,0.632,0,-0.03988
FENER.IS,2023-03-04,2023-03-06,W,0,0.522,0,-0.02646
FENER.IS,2023-03-19,2023-03-20,W,0,0.548,0,0.1152
FENER.IS,2023-04-02,2023-04-03,L,1,0.505,1,-0.10121
FENER.IS,2023-04-10,2023-04-11,W,0,0.567,0,-0.02007
FENER.IS,2023-04-15,2023-04-17,W,1,0.698,0,-0.01634
FENER.IS,2023-04-19,2023-04-20,W,0,0.513,0,0.01555
FENER.IS,2023-04-24,2023-04-25,D,1,0.756,0,-0.08576
FENER.IS,2023-04-29,2023-05-02,W,0,0.542,0,0.11244
FENER.IS,2023-05-07,2023-05-08,D,0,0.627,0,-0.09216
FENER.IS,2023-05-21,2023-05-22,W,0,,0,-0.04622
FENER.IS,2023-05-30,2023-05-31,W,1,0.735,0,-0.01596
FENER.IS,2023-06-04,2023-06-05,L,0,0.28,1,-0.00217
FENER.IS,2023-06-07,2023-06-08,W,1,,0,0.06261
FENER.IS,2023-08-13,2023-08-14,W,1,0.709,0,-0.00817
FENER.IS,2023-08-21,2023-08-22,W,0,0.601,0,0.05437
FENER.IS,2023-09-03,2023-09-04,W,0,0.551,0,-0.04781
FENER.IS,2023-09-17,2023-09-18,W,1,0.668,0,-0.01912
FENER.IS,2023-09-24,2023-09-25,W,0,0.572,0,-0.0264
FENER.IS,2023-09-28,2023-09-29,W,1,0.654,0,0.09347
FENER.IS,2023-10-01,2023-10-02,W,1,0.693,0,0.09237
FENER.IS,2023-10-08,2023-10-09,W,0,0.623,0,-0.0836
FENER.IS,2023-10-22,2023-10-23,W,1,0.747,0,-0.01245
FENER.IS,2023-10-29,2023-10-30,W,0,0.715,0,-0.01736
FENER.IS,2023-11-04,2023-11-06,L,1,0.696,1,-0.08822
FENER.IS,2023-11-12,2023-11-13,D,0,0.484,0,-0.03033
FENER.IS,2023-11-26,2023-11-27,W,1,0.755,0,0.00529
FENER.IS,2023-12-04,2023-12-05,W,1,0.75,0,-0.02798
FENER.IS,2023-12-09,2023-12-11,W,0,0.506,1,0.05402
FENER.IS,2023-12-20,2023-12-21,W,0,0.623,0,-0.04049
FENER.IS,2023-12-24,2023-12-25,D,1,0.438,1,-0.09871
FENER.IS,2024-01-07,2024-01-08,W,0,0.764,0,0.02183
FENER.IS,2024-01-10,2024-01-11,W,1,0.764,0,0.04608
FENER.IS,2024-01-14,2024-01-15,W,0,0.705,0,0.01601
FENER.IS,2024-01-21,2024-01-22,D,1,0.776,0,-0.09972
FENER.IS,2024-01-24,2024-01-25,W,0,0.596,0,-0.01494
FENER.IS,2024-01-28,2024-01-29,W,1,0.791,0,0.0178
FENER.IS,2024-02-03,2024-02-05,W,0,0.603,0,-0.01392
FENER.IS,2024-02-11,2024-02-12,D,1,0.78,0,-0.0959
FENER.IS,2024-02-17,2024-02-19,W,0,0.646,0,-0.04571
FENER.IS,2024-02-24,2024-02-26,W,1,0.794,0,0.02974
FENER.IS,2024-03-02,2024-03-04,W,0,0.71,0,-0.07527
FENER.IS,2024-03-10,2024-03-11,W,1,0.803,0,-0.05353
FENER.IS,2024-03-17,2024-03-18,W,0,0.561,1,-0.04885
FENER.IS,2024-04-03,2024-04-04,W,1,0.759,0,-0.02046
FENER.IS,2024-04-14,2024-04-15,W,0,0.676,0,0.08174
FENER.IS,2024-04-22,2024-04-24,D,0,0.68,0,-0.05188
FENER.IS,2024-04-27,2024-04-29,W,1,0.646,1,-0.0525
FENER.IS,2024-05-06,2024-05-07,D,0,0.68,0,0.03023
FENER.IS,2024-05-12,2024-05-13,W,1,0.796,0,0.07895
FENER.IS,2024-05-19,2024-05-20,W,0,0.334,1,0.0282
FENER.IS,2024-05-26,2024-05-27,W,1,0.886,0,0.1015
FENER.IS,2024-08-10,2024-08-12,W,1,0.823,0,-0.00572
FENER.IS,2024-08-17,2024-08-19,D,0,0.684,0,-0.03864
FENER.IS,2024-08-25,2024-08-26,W,0,0.554,0,0.03621
FENER.IS,2024-08-30,2024-09-02,W,1,0.722,0,-0.06311
FENER.IS,2024-09-15,2024-09-16,W,0,0.639,0,-0.02855
FENER.IS,2024-09-21,2024-09-23,L,1,0.436,1,-0.091
FENER.IS,2024-09-29,2024-09-30,W,0,0.669,0,0.00213
FENER.IS,2024-10-20,2024-10-21,D,0,0.508,0,-0.0713
FENER.IS,2024-10-27,2024-10-28,W,1,0.77,0,-0.00383
FENER.IS,2024-11-03,2024-11-04,W,0,0.533,1,0.02202
FENER.IS,2024-11-10,2024-11-11,W,1,0.787,0,-0.02518
FENER.IS,2024-11-23,2024-11-25,W,0,0.65,0,0.00797
FENER.IS,2024-12-02,2024-12-03,W,1,0.751,0,-0.04524
FENER.IS,2024-12-07,2024-12-09,L,0,0.49,1,-0.60223
FENER.IS,2024-12-15,2024-12-16,W,1,0.685,0,0.02938
FENER.IS,2024-12-20,2024-12-23,D,0,0.604,0,-0.03697
FENER.IS,2025-01-05,2025-01-06,W,1,0.857,0,-0.03435
FENER.IS,2025-01-13,2025-01-14,W,0,0.607,0,-0.02562
FENER.IS,2025-01-19,2025-01-20,W,0,0.803,0,0.01569
FENER.IS,2025-01-26,2025-01-27,W,1,0.669,0,0.06592
FENER.IS,2025-02-02,2025-02-03,W,1,0.691,0,-0.0327
FENER.IS,2025-02-09,2025-02-10,W,0,0.609,0,0.02799
FENER.IS,2025-02-16,2025-02-17,W,1,0.744,0,0.01984
FENER.IS,2025-02-24,2025-02-25,D,0,0.323,1,-0.05173
FENER.IS,2025-03-02,2025-03-03,W,1,0.744,0,0.08814
FENER.IS,2025-03-16,2025-03-17,D,1,0.672,0,-0.07247
FENER.IS,2025-03-28,2025-04-02,W,0,0.611,0,0.10745
FENER.IS,2025-04-06,2025-04-07,W,1,0.659,1,0.02717
FENER.IS,2025-04-13,2025-04-14,W,0,0.678,0,-0.03737
FENER.IS,2025-04-20,2025-04-21,D,1,0.791,0,-0.07387
FENER.IS,2025-04-26,2025-04-28,W,0,0.649,0,-0.03164
FENER.IS,2025-05-04,2025-05-05,L,1,0.609,1,0.10397
FENER.IS,2025-05-09,2025-05-12,W,0,0.517,0,0.02035
FENER.IS,2025-05-18,2025-05-20,W,1,0.761,0,0.0431
FENER.IS,2025-05-26,2025-05-27,L,0,0.756,0,-0.0055
FENER.IS,2025-05-31,2025-06-02,W,1,0.639,0,-0.01317
FENER.IS,2025-08-16,2025-08-18,D,0,0.531,0,-0.02175
FENER.IS,2025-08-23,2025-08-25,W,1,0.687,0,-0.00801
FENER.IS,2025-08-31,2025-09-01,W,0,0.712,0,0.00822
FENER.IS,2025-09-14,2025-09-15,W,1,0.69,1,-0.01104
FENER.IS,2025-09-17,2025-09-18,D,1,0.724,0,-0.0091
FENER.IS,2025-09-21,2025-09-22,D,0,0.652,0,-0.04168
FENER.IS,2025-09-28,2025-09-29,W,1,0.78,0,-0.01982
FENER.IS,2025-10-05,2025-10-06,D,0,0.56,0,-0.04934
FENER.IS,2025-10-19,2025-10-20,W,1,0.795,0,-0.03461
FENER.IS,2025-10-27,2025-10-28,W,0,0.587,0,-0.00466
FENER.IS,2025-11-02,2025-11-03,W,0,0.379,1,0.00804
FENER.IS,2025-11-09,2025-11-10,W,1,0.801,0,0.02508
FENER.IS,2025-11-23,2025-11-24,W,0,0.614,0,0.01768
FENER.IS,2025-12-01,2025-12-02,D,1,0.443,1,-0.06781
FENER.IS,2025-12-06,2025-12-08,D,0,0.589,0,-0.03432
FENER.IS,2025-12-15,2025-12-16,W,1,0.748,0,-0.01982
FENER.IS,2025-12-20,2025-12-22,W,0,0.664,0,-0.02971
FENER.IS,2026-01-18,2026-01-19,W,0,0.62,0,-0.016
FENER.IS,2026-01-25,2026-01-26,D,1,0.655,0,-0.04253
FENER.IS,2026-02-02,2026-02-03,W,0,0.562,0,-0.00478
FENER.IS,2026-02-09,2026-02-10,W,1,0.775,0,-0.02166
FENER.IS,2026-02-14,2026-02-16,W,0,0.465,1,0.03624
FENER.IS,2026-02-23,2026-02-24,D,1,0.775,0,-0.09392
FENER.IS,2026-03-01,2026-03-02,D,0,0.642,0,-0.06535
FENER.IS,2026-03-08,2026-03-09,W,1,0.647,0,-0.05762
FENER.IS,2026-03-13,2026-03-16,L,0,0.653,0,-0.06878
FENER.IS,2026-03-17,2026-03-18,W,1,0.742,0,0.00111
FENER.IS,2026-04-05,2026-04-06,W,1,0.487,1,0.01698
FENER.IS,2026-04-11,2026-04-13,W,0,0.653,0,0.09943
FENER.IS,2026-04-17,2026-04-20,D,1,0.703,0,-0.09523
FENER.IS,2026-04-26,2026-04-27,L,0,0.336,1,-0.01216
FENER.IS,2026-05-02,2026-05-04,W,1,0.578,0,0.00987
FENER.IS,2026-05-09,2026-05-11,W,0,0.636,0,0.00761
FENER.IS,2026-05-17,2026-05-18,D,1,0.751,0,0.05714
FENER.IS,2026-08-15,2026-08-17,L,0,0.671,0,-0.01679
GSRAY.IS,2021-08-23,2021-08-24,W,1,0.641,0,-0.01232
GSRAY.IS,2021-08-29,2021-08-31,D,0,0.554,0,-0.02333
GSRAY.IS,2021-09-12,2021-09-13,D,0,0.308,1,0.01771
GSRAY.IS,2021-09-19,2021-09-20,L,1,0.641,0,-0.04056
GSRAY.IS,2021-09-22,2021-09-23,L,0,0.543,0,-0.02695
GSRAY.IS,2021-09-26,2021-09-27,W,1,0.618,0,-0.01383
GSRAY.IS,2021-10-03,2021-10-04,W,0,0.56,0,-0.0094
GSRAY.IS,2021-10-17,2021-10-18,W,1,0.623,0,0.00393
GSRAY.IS,2021-10-25,2021-10-26,L,0,0.321,1,-0.013
GSRAY.IS,2021-10-31,2021-11-01,W,1,0.662,0,0.09601
GSRAY.IS,2021-11-07,2021-11-08,D,0,0.447,0,-0.05742
GSRAY.IS,2021-11-21,2021-11-22,L,1,0.457,1,-0.04606
GSRAY.IS,2021-11-28,2021-11-29,D,0,0.546,0,-0.04948
GSRAY.IS,2021-12-04,2021-12-06,D,1,0.649,0,-0.02824
GSRAY.IS,2021-12-13,2021-12-14,L,0,0.388,0,-0.05438
GSRAY.IS,2021-12-18,2021-12-20,D,1,0.461,0,-0.04955
GSRAY.IS,2021-12-21,2021-12-22,L,0,0.385,0,-0.01594
GSRAY.IS,2021-12-25,2021-12-27,W,1,0.574,0,-0.01582
GSRAY.IS,2022-01-08,2022-01-10,L,1,0.567,0,-0.00211
GSRAY.IS,2022-01-16,2022-01-17,L,0,0.43,0,-0.01433
GSRAY.IS,2022-01-20,2022-01-21,L,1,0.567,0,-0.01437
GSRAY.IS,2022-01-23,2022-01-24,L,1,0.384,1,-0.01475
GSRAY.IS,2022-02-06,2022-02-07,D,0,0.35,0,-0.01837
GSRAY.IS,2022-02-12,2022-02-14,D,1,0.538,0,-0.02365
GSRAY.IS,2022-02-21,2022-02-22,W,0,0.384,0,-0.01483
GSRAY.IS,2022-02-27,2022-02-28,W,1,0.662,0,-0.00157
GSRAY.IS,2022-03-05,2022-03-07,L,0,0.333,0,-0.02585
GSRAY.IS,2022-03-14,2022-03-15,W,1,0.38,1,0.06271
GSRAY.IS,2022-03-20,2022-03-21,L,0,0.381,0,-0.01901
GSRAY.IS,2022-04-02,2022-04-04,W,1,0.544,0,-0.01465
GSRAY.IS,2022-04-10,2022-04-11,L,0,0.244,1,-0.00691
GSRAY.IS,2022-04-18,2022-04-19,W,1,0.723,0,-0.02793
GSRAY.IS,2022-04-24,2022-04-25,W,0,0.498,0,0.00786
GSRAY.IS,2022-05-01,2022-05-05,L,1,0.492,0,-0.01525
GSRAY.IS,2022-05-07,2022-05-09,D,0,0.266,0,-0.0069
GSRAY.IS,2022-05-16,2022-05-17,W,1,0.488,0,-0.00945
GSRAY.IS,2022-05-20,2022-05-23,D,0,0.316,0,0.05583
GSRAY.IS,2022-08-07,2022-08-08,W,0,0.355,0,0.09297
GSRAY.IS,2022-08-13,2022-08-15,L,1,0.661,0,0.01078
GSRAY.IS,2022-08-19,2022-08-22,W,0,0.524,0,-0.01397
GSRAY.IS,2022-08-28,2022-08-29,D,0,0.328,1,0.00835
GSRAY.IS,2022-09-05,2022-09-06,W,1,0.582,0,-0.01061
GSRAY.IS,2022-09-11,2022-09-12,W,0,0.505,0,-0.03935
GSRAY.IS,2022-09-16,2022-09-19,W,1,0.559,0,-0.00461
GSRAY.IS,2022-10-01,2022-10-03,D,0,0.365,0,-0.06509
GSRAY.IS,2022-10-15,2022-10-17,L,0,0.514,0,-0.0634
GSRAY.IS,2022-10-23,2022-10-24,D,1,0.604,0,-0.03071
GSRAY.IS,2022-10-28,2022-10-31,W,0,0.525,0,-0.0331
GSRAY.IS,2022-11-05,2022-11-07,W,1,0.461,1,0.02749
GSRAY.IS,2022-11-12,2022-11-14,W,0,0.377,0,0.08725
GSRAY.IS,2022-12-25,2022-12-26,W,1,0.742,0,-0.03412
GSRAY.IS,2022-12-29,2022-12-30,W,0,0.552,0,-0.00213
GSRAY.IS,2023-01-04,2023-01-05,W,1,0.639,0,-0.01905
GSRAY.IS,2023-01-08,2023-01-09,W,0,0.275,1,0.11501
GSRAY.IS,2023-01-13,2023-01-16,W,1,0.725,0,-0.04039
GSRAY.IS,2023-01-21,2023-01-23,W,1,0.686,0,0.00525
GSRAY.IS,2023-01-28,2023-01-30,W,0,0.611,0,0.10811
GSRAY.IS,2023-02-01,2023-02-02,W,1,0.788,0,-0.1025
GSRAY.IS,2023-02-05,2023-02-06,W,1,0.564,1,0.04429
GSRAY.IS,2023-03-05,2023-03-06,W,0,,0,-0.044
GSRAY.IS,2023-03-11,2023-03-13,W,1,0.726,0,-0.04381
GSRAY.IS,2023-03-17,2023-03-20,L,0,0.522,0,-0.07401
GSRAY.IS,2023-04-01,2023-04-03,W,1,0.655,0,0.03845
GSRAY.IS,2023-04-14,2023-04-17,W,1,0.708,0,0.02374
GSRAY.IS,2023-04-18,2023-04-19,W,0,0.627,0,0.05907
GSRAY.IS,2023-04-23,2023-04-24,D,1,0.733,0,-0.05585
GSRAY.IS,2023-04-30,2023-05-02,L,0,0.382,1,-0.04519
